0;0,2501554;-1;-0,001
1;0,2590793;0,1281253;-0,002
2;0,2599886;0,1299891;-0,003
3;0,2606415;0,1316094;-0,004
4;0,2571074;0,129252;-0,005
5;0,2574461;0,1305737;-0,006000001
6;0,2576288;0,1317473;-0,007000001
7;0,2551033;0,130348;-0,008
8;0,2551436;0,1313864;-0,009000001
9;0,2550996;0,1323446;-0,01
10;0,2532879;0,1316235;-0,011
11;0,2532048;0,1325452;-0,012
12;0,2530825;0,1334284;-0,013
13;0,2517783;0,1331893;-0,014
14;0,2516935;0,1341088;-0,015
15;0,2515714;0,1349927;-0,016
16;0,2518865;0,1362921;-0,017
17;0,2517286;0,1371421;-0,018
18;0,2516977;0,1380876;-0,019
19;0,2515453;0,138968;-0,019
20;0,2517903;0,1402007;-0,02
21;0,2516926;0,1411079;-0,021
22;0,2516516;0,142069;-0,022
23;0,2515524;0,1429747;-0,023
24;0,2516979;0,144113;-0,024
25;0,251632;0,1450504;-0,025
26;0,2516014;0,1460213;-0,026
27;0,2515348;0,1469581;-0,027
28;0,251619;0,1480381;-0,028
29;0,2515728;0,1489941;-0,029
30;0,2515485;0,149971;-0,03
31;0,2515021;0,150927;-0,031
32;0,2515487;0,1519713;-0,032
33;0,2515144;0,1529387;-0,033
34;0,2515163;0,1539193;-0,034
35;0,2514065;0,1548361;-0,035
36;0,2515026;0,1559275;-0,03599999
37;0,2514766;0,1569028;-0,03699999
38;0,2514526;0,15788;-0,03799999
39;0,2513808;0,1588117;-0,03899999
40;0,2514342;0,1598625;-0,03999999
41;0,2514121;0,1608415;-0,04099999
42;0,2513919;0,1618223;-0,04199998
43;0,2513045;0,1627754;-0,04299998
44;0,2513842;0,163815;-0,04399998
45;0,2513493;0,1647819;-0,04499998
46;0,251374;0,1657842;-0,04599998
47;0,2512214;0,1666604;-0,04699998
48;0,2513362;0,1677694;-0,04799997
49;0,251328;0,168744;-0,04899997
50;0,2513232;0,1697582;-0,04999997
51;0,2511148;0,170618;-0,05099997
52;0,2512961;0,1717313;-0,05199997
53;0,2512774;0,1727164;-0,05299997
54;0,2513127;0,173727;-0,05399996
55;0,2510411;0,1744891;-0,05499996
56;0,2512758;0,1756878;-0,05599996
57;0,2513002;0,1767186;-0,05699996
58;0,2513164;0,1777301;-0,05799996
59;0,250889;0,1783797;-0,05899996
60;0,2512442;0,1796726;-0,05999995
61;0,251257;0,1806982;-0,06099995
62;0,251299;0,1817147;-0,06199995
63;0,2508116;0,182305;-0,06299995
64;0,2512087;0,1836282;-0,06399995
65;0,2512424;0,1846686;-0,06499995
66;0,2512752;0,1856913;-0,06599995
67;0,2506945;0,186248;-0,06699996
68;0,2511671;0,1876088;-0,06799996
69;0,2512123;0,1886214;-0,06899996
70;0,2512653;0,1896751;-0,06999996
71;0,2506684;0,1901764;-0,07099997
72;0,2511291;0,1915642;-0,07199997
73;0,2511528;0,1925808;-0,07299997
74;0,2512169;0,1936265;-0,07399997
75;0,2506436;0,1941657;-0,07499997
76;0,2510675;0,1955153;-0,07599998
77;0,2510974;0,1965239;-0,07699998
78;0,2511621;0,1975739;-0,07799998
79;0,2506138;0,1981367;-0,07899998
80;0,2510101;0,1994617;-0,07999998
81;0,2510386;0,2004685;-0,08099999
82;0,2511053;0,2015196;-0,08199999
83;0,250579;0,2021029;-0,08299999
84;0,2509507;0,2034061;-0,08399999
85;0,2509905;0,2044104;-0,08499999
86;0,2510676;0,205463;-0,086
87;0,2505558;0,2060221;-0,087
88;0,2509151;0,2073402;-0,088
89;0,2509191;0,2083607;-0,089
90;0,251003;0,2094017;-0,09
91;0,2505207;0,2099881;-0,09100001
92;0,2508497;0,2112785;-0,09200001
93;0,2508488;0,2122944;-0,09300001
94;0,2509362;0,2133385;-0,09400001
95;0,2504777;0,2139467;-0,09500001
96;0,2507821;0,2152149;-0,09600002
97;0,2507775;0,2162271;-0,09700002
98;0,2508481;0,2172728;-0,09800002
99;0,2504198;0,217941;-0,09900002
100;0,2506932;0,2191502;-0,1
101;0,250707;0,2191451;-0,101
102;0,2507938;0,2202212;-0,102
103;0,2503806;0,2209026;-0,103
104;0,250659;0,222118;-0,104
105;0,2506429;0,2230851;-0,105
106;0,2506901;0,2241556;-0,106
107;0,2503515;0,2248626;-0,107
108;0,2505711;0,2260382;-0,108
109;0,2505435;0,227025;-0,109
110;0,2506114;0,2280808;-0,11
111;0,2502896;0,2288144;-0,111
112;0,250483;0,2299567;-0,112
113;0,2504599;0,2309277;-0,1130001
114;0,2505217;0,2319819;-0,1140001
115;0,2502495;0,232737;-0,1150001
116;0,2503947;0,233875;-0,1160001
117;0,2503615;0,2348614;-0,1170001
118;0,2504149;0,2358692;-0,1180001
119;0,2502153;0,2367046;-1

